1	1	p.adl.G2.txt	2 2 2 2	ἔτους μϛ | Μεσορὴ | δ	year: 46 | month: Mesore | day: 4	ἔτους μϛ Μεσορὴ δ	-0124-08-22	-0124-08-22	0	
770	4851	bgu.8.1770.txt	14	Μεχεὶρ	month: Mecheir	Μεχεὶρ	-0063-04-07	-0063-04-07	0	
771	4852	bgu.8.1771.txt	9 9 9 9	ἔτους ιη | Παῦνι | |gap=2|	year: 18 | month: Pauni | day: [ ]	(ἔτους) ιη Παῦν[ι] |gap=2|	-0062-02-26	-0062-02-26	0	
772	4852	bgu.8.1771.txt	22 22 22 22	ἔτους ιθ | Μεχεὶρ | κ	year: 19 | month: Mecheir | day: 20	(ἔτους) ιθ Μεχεὶρ κ	-0062-02-26	-0062-02-26	0	
773	4852	bgu.8.1771.txt	23 23 23 23	ἔτους ιθ | Μεχεὶρ | κβ	year: 19 | month: Mecheir | day: 22	(ἔτους) ιθ Μεχ(εὶρ) κβ	-0062-02-26	-0062-02-26	0	
774	4853	bgu.8.1772_1.txt	4 4 4	ἔτους κε | |gap=unknown|	year: 25 | 0	(ἔτους) κε̣ |gap=unknown|	-0061-09-07	-0060-09-06	1	
775	4853	bgu.8.1772_1.txt	13 13 13 13	ἔτους κα | Ἐπεὶφ | ζ	year: 21 | month: Epeiph | day: 7	(ἔτους) κα Ἐπεὶφ ζ	-0061-09-07	-0060-09-06	1	
776	4854	bgu.8.1773.txt	2 2 2 2	ἔτους β|digit=2||gap=1| | Φαῶφι | ζ	year: 21 | month: Phaophi | day: 7	[ἔτους] [β]|gap=1| [Φ]αῶφι ζ	-0058-10-13	-0058-10-13	1	
777	4854	bgu.8.1773.txt	9 9 9 9	ἐν τῶι κβ ἔτει	year: 22	ἐν τῶι κβ (ἔτει)	-0058-10-13	-0058-10-13	1	
778	4854	bgu.8.1773.txt	12 12 12 12	ἐν τῶι κγ ἔτει	year: 23	ἐν τῶι κγ (ἔτει)	-0058-10-13	-0058-10-13	1	
779	4856	bgu.8.1775.txt	9 9 9 10	τῇ |gap=2| | τοῦ Φαμενὼθ	day: [ ] | month: Phamenoth	τῇ̣ |gap=2| [τοῦ] Φαμενὼθ	-0052-07-02	-0052-07-31	0	
780	4856	bgu.8.1775.txt	14 14 14 14	ἔτους κθ | Ἐπὶφ | |gap=2|	year: 29 | month: Epeiph | day: [ ]	(ἔτους) κ̣θ̣ Ἐ̣π̣ὶ̣[φ] |gap=2|	-0052-07-02	-0052-07-31	0	
781	4858	bgu.8.1777.txt	8 8 8 8 8 8	τῆι τρίτηι καὶ εἰκάδι | τοῦ Μεχεὶρ	day: 23 | month: Mecheir	τῆι τρίτηι καὶ εἰκάδι τοῦ Μεχεὶρ	-0064-01-01	-0044-12-31	0	
782	4860	bgu.8.1779_1.txt	9 9 9 10 10 10 10 10 10	ἐν τῶι Θὼθ | καὶ Χοίαχ | τοῦ ἐνεστῶτος β ἔτους	month: Thoth | month: Choiak | year: 2	ἐν τῶι [Θὼ]θ καὶ Χοίαχ τοῦ ἐνεστῶτος β (ἔτους)	-0051-09-05	-0050-09-04	0	
783	4861	bgu.8.1780.txt	3 3 3 3 3 3 3 3	τῆι κ | τοῦ Ἐπεὶφ | τοῦ ἐνεστῶτος β ἔτους	month: Aiaru | month: Epeiph | year: 2	τῆι κ τοῦ Ἐπεὶφ τοῦ ἐνεστῶτος β (ἔτους)	-0056-07-22	-0056-07-22	1	after
784	4867	bgu.8.1786.txt	8 8 8 8	ἔτους β | Μεχεὶρ | ιε	year: 2 | month: Mecheir | day: 15	(ἔτους) β Μεχεὶρ ιε	-0050-02-16	-0050-02-16	0	
785	4869	bgu.8.1788.txt	1 1 1 1	ἔτους |gap=1| | Παῦνι | ιδ	year: [ ] | month: Pauni | day: 14	(ἔτους?) |gap=1| Παῦνι ιδ	-0061-09-07	-0060-09-06	0	about
786	4871	bgu.8.1790.txt	1 1 1 1	ἔτους ιθ | Ἐπεὶφ | ιθ	year: 19 | month: Epeiph | day: 19	(ἔτους) ιθ Ἐπεὶφ ιθ	-0062-07-23	-0062-07-23	0	
787	4871	bgu.8.1790.txt	3 3 3 3	ἔτους ιθ | Ἐπεὶφ | ιθ	year: 19 | month: Epeiph | day: 19	(ἔτους?) [ιθ] Ἐ(πεὶ)φ ιθ	-0062-07-23	-0062-07-23	0	
788	4872	bgu.8.1791.txt	3 3	ἔτους κη	year: 28	(ἔτους) κη̣	-0054-09-06	-0053-09-04	1	
789	4875	bgu.8.1795.txt	1 1 1 1	ἔτους ε | Παῦνι | ζ	year: 5 | month: Pauni | day: 7	(ἔτους) ε Παῦνι ζ	-0047-06-07	-0047-06-07	0	
790	4884	bgu.8.1804_1.txt	5 5 5 5 5	τῆι δὲ κζ | τοῦ Μ|gap=unknown|	day: 27 | month: [ ]	τῆι δ̣ὲ̣ κ̣ζ τοῦ Μ|gap=unknown|	-0064-01-01	-0044-12-31	0	
791	4886	bgu.8.1806.txt	6 6 6 6 6 6 6 6	|gap=unknown| | Φαρμοῦθι | τοῦ λ | τοῦ καὶ α ἔτους	0 | month: Pharmouthi | year: 30 | year: 1	|gap=unknown| [Φα]ρμοῦθι τοῦ λ τοῦ καὶ α (ἔτους)	-0051-09-05	-0050-09-04	0	
792	4886	bgu.8.1806.txt	9	Φαῶφι	month: Phaophi	[Φ]αῶφι	-0051-09-05	-0050-09-04	0	
793	4886	bgu.8.1806.txt	10	Φαρμοῦθι	month: Pharmouthi	[Φαρ]μ̣ο̣ῦ̣θ̣ι̣	-0051-09-05	-0050-09-04	0	
794	4894	bgu.8.1815.txt	1 1 1 1	ἔτους κα | Ἐπεὶφ | κη	year: 21 | month: Epeiph | day: 28	[(ἔτους)] κ̣α̣ Ἐ̣π̣ε̣ὶ̣φ̣ κη	-0060-07-31	-0060-07-31	0	before
795	4894	bgu.8.1815.txt	9 9 9 10 10 10 10	ἐν τῷ Φαρμοῦθι μηνὶ | τοῦ ἐνεστῶτος ἔτους	month: Pharmouthi | year: current	ἐν τῷ Φαρμοῦθι μηνὶ τοῦ ἐνεστῶτος ἔτους	-0060-07-31	-0060-07-31	0	before
796	4895	bgu.8.1816_2.txt	28	Μεχεὶρ	month: Mecheir	Μεχεὶρ	-0060-09-07	-0059-09-06	0	
797	4896	bgu.8.1817.txt	6 6 6 6 6	ἐν τῶι ἐνεστῶτι κβ ἔτει	year: 22	[ἐν] τῶι ἐνεστῶτι κβ (ἔτει)	-0060-12-30	-0060-12-30	0	after
798	4896	bgu.8.1817.txt	13 13 13 14 14	τῆι | κε | τοῦ Χοίαχ	0 | day: 25 | month: Choiak	τῆι δὲ κε τοῦ Χοίαχ	-0060-12-30	-0060-12-30	0	after
799	4897	bgu.8.1818_1.txt	4 4 4 4	ἐν τῶι ιθ ἔτει	year: 19	[ἐ]ν̣ τῶι ιθ (ἔτει)	-0060-09-07	-0059-09-06	0	
800	4898	bgu.8.1819.txt	1 1	ἔτους κβ	year: 22	\(ἔτους)/ κ̣β̣	-0060-09-07	-0059-09-06	1	
801	4899	bgu.8.1820.txt	11 11 11 11 12 12 12 12 12	τῆι | ιθ | τοῦ Φαρμοῦθι | τοῦ ἐνεστῶτος κϛ ἔτους	0 | day: 19 | month: Pharmouthi | year: 26	τῆι δὲ ιθ τοῦ Φαρμοῦθι [τοῦ] [ἐνεστῶτ]ος κϛ (ἔτους)	-0055-04-22	-0055-04-22	0	after
802	4900	bgu.8.1821_1.txt	9 9 9 10 10	τῇ | κζ | τοῦ Χοίαχ	0 | day: 27 | month: Choiak	τῇ δὲ κζ τοῦ Χοίαχ	-0057-12-31	-0056-09-05	0	
803	4905	bgu.8.1826_1.txt	23 23 23 23	ἔτους λ | Μεχεὶρ | ιδ	year: 30 | month: Mecheir | day: 14	(ἔτους) λ Μεχεὶρ ιδ	-0051-02-15	-0051-02-15	0	after
804	4906	bgu.8.1827.txt	14 14 14 14 14 14 14 15 15 15 15 15 15 15	ἔτους λ | τοῦ καὶ α | Ἐπεὶφ | |gap=2| | ἔτους λ | τοῦ καὶ α | Ἐπεὶφ | ιδ	year: 30 | year: 1 | month: Epeiph | day: [ ] | year: 30 | year: 1 | month: Epeiph | day: 14	(ἔτους) λ τοῦ καὶ α Ἐπεὶφ |gap=2| ἔτους λ τοῦ καὶ α Ἐπεὶφ ιδ	-0051-07-15	-0051-07-15	0	after
805	4907	bgu.8.1828_1.txt	6 6 6 6 6 6 6 6	ἐν τῷ ἐνεστῶτι λ | τῶι καὶ α ἔτει	year: 30 | year: 1	ἐν τῷ ἐνεστῶτι λ̣ τῶι <καὶ> α̣ (ἔτει)	-0052-09-05	-0051-09-04	0	
806	4908	bgu.8.1829_1.txt	14 14 14 14 14 14	Παχὼν | κβ	month: Pachons | day: 22	(ἔτους) λ καὶ α Παχ(ὼν) κ̣β	-0051-05-24	-0051-05-24	0	before
807	4909	bgu.8.1830.txt	10 10 10 10	ἔτους α | Μεσορὴ | ιβ	year: 1 | month: Mesore | day: 12	(ἔτους) α Μ̣ε̣σ̣ο̣(ρὴ) ιβ	-0051-08-12	-0051-08-12	0	before
808	4909	bgu.8.1830.txt	10 10 10	ἔτους α | Μεσορή	year: 1 | month: Mesore	(ἔτους) α Μεσο(ρή)	-0051-08-12	-0051-08-12	0	before
809	4910	bgu.8.1831.txt	1 1 1 1	ἔτους β | Τῦβι | ια	year: 2 | month: Tybi | day: 11	(ἔτους) β Τῦβ(ι) ια	-0050-01-13	-0050-01-13	0	before
810	4910	bgu.8.1831.txt	10 10 10 10 10 10 10	ἐν | τῶι Φαμενὼθ | τοῦ |gap=1| ἔτους	month: [ ] | month: Phamenoth | year: [ ]	ἐν γὰρ τῶι Φαμενὼθ τ̣[οῦ] |gap=1| (ἔτους?)	-0050-01-13	-0050-01-13	0	before
811	4911	bgu.8.1832.txt	4 4 4 5 5 5 5 5 5 5 6	τῆι νυκτὶ τῆι φερούσηι | εἰς τὴν ιθ | τοῦ ἐνεστῶτος μηνὸς Παῦνι	hour: night leading to | day: 19 | month: Pauni	τῆι νυκτὶ τῆι φερούσηι εἰς τὴν ιθ τοῦ ἐνεστῶτος μηνὸς Παῦνι	-0051-06-20	-0051-06-20	0	
812	4913	bgu.8.1834.txt	2 2 2 2	ἔτους β | Ἐπὶφ | |gap=1||gap=1|	year: 2 | month: Epeiph | day: [ ]	(ἔτους) β Ἐ̣π̣ὶ̣φ̣ |gap=1||gap=1|	-0050-07-03	-0050-07-30	0	
813	4913	bgu.8.1834.txt	7 7 8 8 8 8 8 8	τῇ α | τοῦ Ἐπεὶφ | τοῦ ἐνεστῶτος β ἔτους	day: 1 | month: Epeiph | year: 2	τῇ α τοῦ Ἐπεὶφ τοῦ ἐνεστῶτος β (ἔτους)	-0050-07-03	-0050-07-30	0	
814	4916	bgu.8.1837.txt	6 6 6 6 6	ἐν τῶι ἐνεστῶτι β ἔτει	year: 2	ἐν τῶι ἐνεστῶτι β (ἔτει)	-0051-09-05	-0050-09-04	0	
815	4918	bgu.8.1839.txt	5 5 5 5 5 5 5 5 5	|gap=unknown| | Μεσορὴ | τοῦ διεληλυθότος α | τοῦ καὶ λ ἔτους	0 | month: Mesore | year: 1 | year: 30	|gap=unknown| [Μ]εσορὴ τοῦ διεληλυθότος α το[ῦ] [καὶ] [λ] (ἔτους)	-0051-09-05	-0050-09-04	0	
816	4919	bgu.8.1840_1.txt	1 1 1 1	ἔτους β | Φαμενὼθ | κδ	year: 2 | month: Phamenoth | day: 24	(ἔτους) β̣ Φα̣μ(ενὼθ) κδ	-0050-03-27	-0050-03-27	0	
817	4920	bgu.8.1841.txt	7 7 7	ἔτους β | Ἁθὺρ	year: 2 | month: Hathyr	(ἔτους) β̣ Ἁ̣[θὺρ?]|gap=2|	-0051-11-04	-0051-12-03	1	
818	4920	bgu.8.1841.txt	8 8	ἔτους β	year: 2	(ἔτους) β	-0051-11-04	-0051-12-03	1	
819	4921	bgu.8.1842.txt	6 6 6 7 7	ἐν τῶι ἐνεστῶτι τρίτωι ἔτει	year: 3	ἐν τῶι ἐνεστῶτι τρίτωι ἔτει	-0050-09-05	-0049-09-03	0	
820	4922	bgu.8.1843.txt	6 6 6 6 6	ἐν τῶι ἐνεστῶτι γ ἔτει	year: 3	ἐν τῶι ἐνεστῶτι γ (ἔτει)	-0050-09-05	-0049-09-03	0	
821	4934	bgu.8.1855.txt	5 5 5 5	τῆι κβ | τοῦ Παχὼν	day: 22 | month: Pachons	τῆι κβ τοῦ Παχὼν	-0064-01-01	-0044-12-31	0	
822	4949	bgu.8.1870.txt	3ms 3ms 3ms 3ms	ἔτους ϛ | Φαῶφι | ζ	year: 6 | month: Phaophi | day: 7	(ἔτους) ϛ Φαῶφι ζ	-0047-10-10	-0047-10-10	0	before
823	4950	bgu.8.1871_1.txt	13 13 13 13	ἔτους κε | Ἁθὺρ | |gap=unknown|	year: 25 | month: Hathyr | day: [ ]	(ἔτους) κε Ἁθὺρ |gap=unknown|	-0061-11-06	-0061-12-05	0	
824	4951	bgu.8.1872.txt	17 17 17 17	ἔτους β | Παχὼν | ι	year: 2 | month: Pachons | day: 10	(ἔτους) β Παχ(ὼν) ι	-0050-05-12	-0050-05-12	0	
825	4953	bgu.8.1874_1.txt	10 10 10 10	ἔτους ιβ | Παχὼν | ιγ	year: 12 | month: Pachons | day: 13	(ἔτους) ιβ Παχ(ὼν) ιγ	-0069-05-19	-0069-05-19	1	
826	4962	bgu.8.1883_5.txt	13 13 13 13	ἔτους κβ | Ἐπὶφ | γ	year: 22 | month: Epeiph | day: 3	(ἔτους) κβ Ἐ̣π̣(ὶφ) γ	-0059-07-06	-0059-07-06	0	
827	4963	bgu.8.1884_1.txt	11 11	Φαῶφι | κ	month: Phaophi | day: 20	Φαῶφι κ	-0064-01-01	-0044-12-31	0	
828	4965	bgu.8.1886_3.txt	1 1	ἔτους δ	year: 4	(ἔτους) δ	-0049-09-04	-0048-09-03	0	
829	4974	bgu.10.1915_3.txt	10 10 10	ἔτος λϛ | Παχὼν|gap=unknown|	year: 36 | month: Pachons	(ἔτος) λϛ Παχὼν|gap=unknown|	-0249-06-21	-0249-07-20	0	
830	4976	bgu.10.1917_4.txt	4 4 4 4	ἔτος λη | Παχὼν | ιϛ	year: 38 | month: Pachons | day: 16	(ἔτος) λη Π̣αχὼ̣[ν] ιϛ	-0247-07-06	-0247-07-06	0	
831	4977	bgu.10.1918_3.txt	5 5 5 5	ἔτος λη | Παχὼνς | ι	year: 38 | month: Pachons | day: 10	(ἔτος) λη Παχὼνς ι	-0247-06-30	-0247-06-30	0	
832	4979	bgu.10.1920.txt	1 1 1 1 2 2 2 2 2 2 2	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Ἀρσινόης θεῶν Ἀδελφῶν | ἔτος ζ | Χοιὰχ|gap=unknown|	king: Ptolemaeus III | year: 7 | month: Choiak	[βα]σιλεύοντος Πτολ̣ε̣μ̣α̣[ίου] [τοῦ] [Πτολεμαίου] κ̣α̣ὶ Ἀρσινόης θεῶν Ἀδελφῶν (ἔτος) ζ̣ Χοι̣ὰχ|gap=unknown|	-0240-01-20	-0240-02-18	0	
833	4986	bgu.10.1928.txt	1 1	δ ἔτος	year: 4	δ (ἔτος)	-0244-12-18	-0244-12-18	1	
834	4986	bgu.10.1928.txt	8 8	Φαῶφι | κζ	month: Phaophi | day: 27	Φαῶφι κζ	-0244-12-18	-0244-12-18	1	
835	4987	bgu.10.1929.txt	1 1 1 1 1 1 2 2 2	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Ἀρσινόης θεῶν Ἀδελφῶν | |gap=unknown|	king: Ptolemaeus III | 0	[βασ]ιλεύοντος Πτ[ολεμαίου] [τοῦ] [Πτολεμαίου] [καὶ] [Ἀρσινόης] [θεῶ]ν Ἀδελ̣φ̣[ῶν] |gap=unknown|	-0246-01-01	-0221-12-31	0	
836	4988	bgu.10.1930.txt	1 1 1 1	ἔτος ια | Μεσορὴ | ιϛ	year: 11 | month: Mesore | day: 16	(ἔτος) ια Μεσορὴ ιϛ	-0194-09-21	-0194-09-21	1	
837	4994	bgu.10.1951.txt	3 3 3	ἐν μηνὶ |gap=unknown|	month: [ ]	[ἐν] [μηνὶ] |gap=unknown|	-0221-01-01	-0205-12-31	0	
838	4999	bgu.10.1956_2.txt	1 1	ἔτους ϛ	year: 6	ἔτους ϛ̣	-0200-10-12	-0199-10-11	0	
839	5000	bgu.10.1957_1.txt	1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5 5 5 5 5 5 5 6 6 6 6 6	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου | καὶ Κλεοπάτρας θεῶν Ἐπιφανῶν | ἔτους πέμπτου | ἐφʼ ἱερέως τοῦ ὄντος ἐν Ἀλεξανδρείᾳ Ἀλεξάνδρου καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν καὶ θεῶν Φιλοπατόρων καὶ θεῶν Ἐπιφανῶν καὶ βασιλέως Πτολεμαίου τοῦ Φιλομήτορος ἀθλοφόρου Βερενίκης Εὐεργέτιδος κανηφόρου Ἀρσινόης Φιλαδέλφου ἱερείας Ἀρσινόης Φιλοπάτορος τῶν οὐσῶν ἐν Ἀλεξανδρείᾳ | μηνὸς Ἀρτεμισίου | ἑβδόμῃ | Ἁθὺρ | ἑβδόμῃ	king: Ptolemaeus VI | king: Cleopatra II | year: 5 | priest(s):  | month: Artemisios | day: 7 | month: Hathyr | day: 7	Βασιλεύοντος Πτ̣ολεμαίου τοῦ Πτολεμα[ίου] [καὶ] [Κλεοπάτρας] [θεῶν] [Ἐπιφανῶν] [ἔτους] πέμπτου ἐφʼ ἱερέω̣ς τοῦ ὄν̣τος ἐν Ἀλεξ[ανδρείᾳ] [Ἀλεξάνδρου] [καὶ] [θεῶν] [Ἀδελφῶν] καὶ θεῶν Εὐεργ̣ετῶν καὶ θεῶν Φιλοπατ̣[όρων] [καὶ] [θεῶν] [Ἐπιφανῶν] [καὶ] [βασιλέως] Πτολεμαίου τοῦ Φιλομήτορος ἀθλοφόρου̣ [Βερενίκης] [Εὐεργέτιδος] [κανηφόρου] Ἀρσινόης Φιλαδέλφου ἱερείας Ἀρσινόης Φ̣[ιλοπάτορος] [τῶν] [οὐσῶν] [ἐν] [Ἀλεξανδρείᾳ] μ̣ηνὸς Ἀρτεμισίου ἑβδόμῃ Ἁθὺρ ἑβδόμῃ	-0177-12-11	-0177-12-11	0	
840	5000	bgu.10.1957_2.txt	8 8 8 8 8 8 8 8-9 9 9 9 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 11 11 11 11 11 11 11 11 11 12 12 12 12 12 12 13 13 13 13 13 13 13 14 14 14 14	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου | καὶ Κλεοπάτρας θεῶν Ἐπιφανῶν | ἔτους πέμπτου | ἐφʼ ἱερέως τοῦ ὄντος ἐν Ἀλεξανδρείᾳ Ἀλεξάνδρου καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν καὶ θεῶν Φιλοπατόρων καὶ θεῶν Ἐπιφανῶν καὶ βασιλέως Πτολεμαίου τοῦ Φιλομήτορος ἀθλοφόρου Βερενίκης Εὐεργέτιδος κανηφόρου Ἀρσινόης Φιλαδέλφου ἱερείας Ἀρσινόης Φιλοπάτορος τῶν οὐσῶν ἐν Ἀλεξανδρείᾳ | μηνὸς Ἀρτεμισίου | ἑβδόμῃ | Ἁθὺρ | ἑβδόμῃ	king: Ptolemaeus VI | king: Cleopatra II | year: 5 | priest(s):  | month: Artemisios | day: 7 | month: Hathyr | day: 7	Βασιλεύοντο[ς] Πτολεμαίου το[ῦ] [Πτολεμαίου] [καὶ] [Κλεοπάτρας] [θεῶν] [Ἐπι]-φανῶν ἔ̣τους πέμπτ<ο>υ ἐφʼ ἱε̣[ρέως] [τοῦ] [ὄντος] [ἐν] [Ἀλεξανδρείᾳ] Ἀλεξάνδ[ρο]υ καὶ θεῶν Ἀδελφῶ[ν] [καὶ] [θεῶν] [Εὐεργετῶν] [καὶ] [θεῶν] [Φιλοπατόρων] κα̣ὶ̣ θεῶν [Ἐπ]ιφανῶν καὶ Βασιλέω̣[ς] [Πτολεμαίου] [τοῦ] [Φιλομήτορος] [ἀθλοφόρου] [Βερενίκης] [Εὐεργέ]τ̣ιδο̣ς̣ κ̣α̣ν̣[ηφόρου] [Ἀρσινόης] [Φιλαδέλφου] [ἱερείας] [Ἀρσινόης] [Φιλοπάτ]ο̣ρ̣ος τῶ[ν] [οὐσῶν] [ἐν] [Ἀλεξανδρείᾳ] [μηνὸς] Ἀρτ̣[εμισίου] [ἑβδόμ]ῃ Ἁ̣θὺ̣[ρ] [ἑβδόμῃ]	-0177-12-11	-0177-12-11	0	
841	5001	bgu.10.1961.txt	1 1 2 2 2 2 2 2 2 2 3 3 3 3	καὶ θεῶν Εὐεργετῶν καὶ θεῶν Φιλοπατόρων κανηφόρου Ἀρσινόης Φιλαδέλφου Ἀγαθοκλέας τῆς Διογνήτου | μηνὸς Δίου	priest(s):  | month: Dios	[καὶ] [θεῶν] [Εὐεργ]ε̣τῶν καὶ θε̣ῶν Φιλοπατόρων κα̣[νηφόρου] [Ἀρσινόης] [Φιλαδέλφου] [Ἀγαθοκλέας] [τῆς] [Διογ]νήτου μηνὸς Δίου	-0213-10-15	-0212-10-14	0	
842	5003	bgu.10.1967.txt	1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2-3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3 3	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Ἀρσινόης θεῶν Φιλοπατόρων | ἔτους |gap=6| καιδεκάτου | ἐφʼ ἱερέως τοῦ ὄντος ἐν Ἀλεξανδρείᾳ Ἀλεξάνδρου καὶ θεῶν Σωτήρων καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν καὶ θεῶν Φιλοπατόρων καὶ θεῶν Ἐπιφανῶν ἀθλοφόρου Βερενίκης Εὐεργέτιδος τῆς οὔσης ἐν Ἀλεξανδρείᾳ κανηφόρου Ἀρσινόης Φιλαδέλφου καὶ ἱερείας Ἀρσινόης Φιλοπάτορος τῶν οὐσῶν ἐν Ἀλεξανδρείᾳ | μηνὸς Ξανδικοῦ | |gap=unknown| | Φαῶφι | |gap=unknown|	king: Ptolemaeus V | year: [ ] | priest(s):  | month: Xandikos | day: [ ] | month: Phaophi | day: [ ]	[Βασιλεύοντος] [Πτολεμαίου] [τοῦ] [Π]τολεμαίου̣ καὶ Ἀ̣ρ̣[σιν]όη̣ς̣ θ̣εῶν Φιλ[οπατόρων] [ἔτους] |gap=6| [κ]αιδεκάτου [ἐ]φʼ ἱερέως τοῦ ὄντος ἐν Ἀλ̣ε̣[ξανδρείᾳ] [Ἀλεξάνδρου] [καὶ] [θεῶν] [Σωτήρων] [καὶ] [θεῶν] [Ἀδελφῶν] [κ]α̣ὶ θεῶν Εὐεργ̣[ετ]ῶν καὶ θεῶν Φιλο̣[πατόρων] [καὶ] [θεῶ]ν Ἐπ̣[ι]φανῶν ἀ̣θλοφόρου Βερενίκ̣ης Εὐε̣[ργέτιδος] [τῆς] [οὔσης] [ἐν] [Ἀλεξαν]-[δρείᾳ] [κανηφόρου] [Ἀρσινόης] [Φιλαδέ]λφου καὶ ἱερεί̣[ας] [Ἀρσι]ν̣όης Φιλοπάτ̣ορ̣[ος] [τῶν] [οὐσῶν] ἐν Ἀλεξανδρείᾳ μην̣ὸς Ξανδικοῦ |gap=unknown| [Φαῶφι] |gap=unknown|	-0193-10-10	-0192-10-09	0	
843	5004	bgu.10.1968.txt	1 1 1 1	ἔτος κα | Παῦνι | ιε	year: 21 | month: Pauni | day: 15	ἔτος κα Παῦνι ι̣ε	-0184-07-19	-0184-07-19	0	
844	5004	bgu.10.1968.txt	8 8 8 8 8 8 8 8	ἐμ μηνὶ Δίωι | τοῦ εἰκοστοῦ καὶ τρίτου ἔτους	month: Dios | year: 23	ἐμ̣ μηνὶ Δίωι̣ [τοῦ] [εἰκοστοῦ] [καὶ] [τρίτου] [ἔτους]	-0184-07-19	-0184-07-19	0	
845	5006	bgu.10.1976_1.txt	1 1 1 2 2	κανηφόρου Ἀρσινόης Φιλαδέλφου | μηνὸς | |gap=unknown|ισίου	priest(s):  | month: [ ] | 0	[κανηφόρου] [Ἀ]ρσινόης Φι̣[λαδέλφου] [μηνὸς] |gap=unknown|ισίου	-0221-01-01	-0205-12-31	0	
846	5009	bgu.10.1987.txt	1 1 2 2 2 2 2 3 3	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου Σωτῆρος | ἔτους |gap=2| | Θωῦθ | β	king: Ptolemaeus II | year: [ ] | month: Thoth | day: 2	βασιλεύοντος Π[τολεμαίου] τοῦ Πτολεμαίου [Σωτῆρος] [(ἔτους)] |gap=2| Θωῦθ β̣	-0250-01-01	-0250-12-31	0	about
847	5010	bgu.10.1996_1.txt	15 15 15	ἔτος ϛ | Χοιάχ	year: 6 | month: Choiak	(ἔτος) ϛ Χοιάχ̣	-0241-01-21	-0241-02-19	0	
848	5011	bgu.10.2003_1.txt	1 1 1 1 2 2 2 2 2 2	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Βερενίκης θεῶν Εὐεργετῶν | ἔτους | |gap=unknown|	king: Ptolemaeus IV | year: [ ] | 0	Βασιλεύοντος Πτολεμαίου τοῦ Πτολεμ[αίου] κ̣αὶ Βερενίκης θεῶν Εὐερ̣γ̣ετῶν ἔτ[ους] |gap=unknown|	-0221-01-01	-0205-12-31	0	
849	5013	bgu.10.2007_3.txt	12 12 12 12	ἔτους η | Χοιὰχ | ιη	year: 8 | month: Choiak | day: 18	(ἔτους) η Χοιὰχ ιη	-0109-01-05	-0109-01-05	0	
850	5014	bgu.10.2009.txt	1 1 1 1	ἔτους γ | Ἁθὺρ | ιζ	year: 3 | month: Hathyr | day: 17	(ἔτους) γ Ἁ̣θὺρ ιζ	-0179-12-22	-0179-12-22	1	
851	5551	bgu.3.1004_2.txt	1 1 1 1 1 1 2 2 2 2 2 2 2 3 3 3 3 3 3 3 3 4 4 4 4 4 4 4 5 5 5	βασιλεύοντος Πτολεμαίου τοῦ Πτολεμαίου καὶ Ἀρσινόης θεῶν Ἀδελφῶν | ἔτους β|digit=2||gap=1| | ἐφʼ ἱερέως |gap=unknown| Ἀλεξάνδρου καὶ θεῶν Ἀδελφῶν καὶ θεῶν Εὐεργετῶν κανηφόρου Ἀρσινόης Φιλαδέλφου |gap=1||gap=2||gap=unknown| | μηνὸς Μακεδόνων | |gap=unknown| | Φαμενὼθ | |gap=unknown|	king: Ptolemaeus III | year: 21 | priest(s):  | 0 | month: [ ] | month: Phamenoth | day: [ ]	[βασιλεύοντ]ος Πτ[ολεμαίου] [τοῦ] [Πτολεμαίου] [καὶ] [Ἀρσινόης] [θεῶν] [Ἀδελφ]ῶν (ἔτους) β|gap=1| [ἐφʼ] [ἱερέως] |gap=unknown| [Ἀλε]ξάνδρου καὶ θεῶν Ἀ[δελφῶν] [καὶ] [θεῶν] [Εὐεργετῶν] [κανηφόρου] [Ἀρσ]ινόης Φιλαδέλφου |gap=1||gap=2||gap=unknown| [μηνὸς] [Μακεδόνων] [μὲν] |gap=unknown| |extra| Φαμενὼ[θ] |gap=unknown|	-0227-04-17	-0227-04-17	0	after
